OBJECTID,NAZOB,ICO,POCET_OBYVATEL_260311
5592,Jestřebí,00302732,602
5593,Jindřichov,00302741,1317
5594,Kamenná,00302759,534
5595,Klopina,00302775,629
5596,Kolšov,00302791,758
5597,Kopřivná,00635251,264
5598,Kosov,00302813,321
5599,Krchleby,00636029,190
5600,Lesnice,00302872,635
5601,Leština,00302881,1277
5602,Libina,00302899,3497
5603,Líšnice,00636002,318
5604,Loštice,00302945,3018
5605,Loučná nad Desnou,00302953,1749
5606,Lukavice,00302961,902
5607,Malá Morava,00302970,547
5608,Maletín,00302988,372
5609,Mírov,00635995,438
5610,Mohelnice,00303038,9606
5611,Moravičany,00303046,1269
5612,Nemile,00635871,649
5613,Nový Malín,00303089,3196
5614,Olšany,00303097,1131
5615,Oskava,00303101,1383
5616,Palonín,00303127,343
5617,Pavlov,00303135,624
5618,Petrov nad Desnou,72054433,1187
5619,Písařov,00303151,708
5620,Police,00635880,232
5621,Postřelmov,00303232,3267
5622,Postřelmůvek,00635961,322
5623,Rájec,00303267,492
5624,Rapotín,00635901,3189
5625,Rejchartice,00635910,189
5626,Rohle,00303291,672
5627,Rovensko,00303305,783
5628,Ruda nad Moravou,00303313,2622
5629,Sobotín,00303348,1243
5630,Staré Město,00303364,1843
5631,Stavenice,00853135,142
5632,Sudkov,00303411,1141
5633,Svébohov,00303437,425
5634,Šléglov,00853097,34
5635,Štíty,00303453,2039
5636,Šumperk,00303461,27182
5637,Třeština,00635987,363
5638,Úsov,00303500,1230
5639,Velké Losiny,00303551,2733
5640,Vernířovice,60045493,193
5641,Vikantice,00636070,76
5642,Vikýřovice,00635898,2293
5643,Vyšehoří,00853101,224
5644,Zábřeh,00303640,13990
5645,Zborov,00853143,233
5646,Zvole,00303666,821
5647,Bařice-Velké Těšany,00287024,498
5648,Bezměrov,00287041,570
5649,Blazice,47930292,205
5650,Bořenovice,00544523,181
5651,Brusné,00287091,362
5652,Břest,00287105,921
5653,Bystřice pod Hostýnem,00287113,8497
5654,Cetechovice,00287121,197
5655,Dřínov,00287156,451
5656,Holešov,00287172,11951
5657,Honětice,47930276,69
5658,Horní Lapač,00287199,261
5659,Hoštice,00544574,154
5660,Hulín,00287229,7176
5661,Chomýž,00287237,357
5662,Chropyně,00287245,5095
5663,Chvalčov,00488895,1647
5664,Chvalnov-Lísky,00287270,265
5665,Jankovice,00287288,394
5666,Jarohněvice,00544515,317
5667,Karolín,00380865,237
5668,Komárno,00287326,310
5669,Koryčany,00287334,2886
5670,Kostelany,00287253,544
5671,Kostelec u Holešova,00287342,999
5672,Kroměříž,00287351,29076
5673,Kunkovice,00544582,51
5674,Kurovice,00287377,251
5675,Kvasice,00287385,2273
5676,Kyselovice,00287393,497
5677,Lechotice,00287407,415
5678,Litenčice,00287431,510
5679,Loukov,00287440,988
5680,Lubná,00287458,468
5681,Ludslavice,00287466,483
5682,Lutopecny,00287474,589
5683,Martinice,00287482,713
5684,Míškovice,00287491,548
5685,Morkovice-Slížany,00287504,2900
5686,Mrlínek,47934701,286
5687,Němčice,00544604,377
5688,Nítkovice,00544591,248
5689,Nová Dědina,00287555,426
5690,Osíčko,00287563,478
5691,Pacetluky,00287571,223
5692,Pačlavice,00287580,849
5693,Počenice-Tetětice,00287601,758
5694,Podhradní Lhota,00287610,523
5695,Prasklice,00380849,253
5696,Pravčice,00544566,724
5697,Prusinovice,00287644,1257
5698,Přílepy,00544531,920
5699,Rajnochovice,00287661,553
5700,Rataje,00287679,1100
5701,Roštění,00287687,719
5702,Roštín,00287695,708
5703,Rusava,00287709,598
5704,Rymice,00544558,603
5705,Skaštice,00488909,382
5706,Slavkov pod Hostýnem,00287733,601
5707,Soběsuky,00287741,359
5708,Střílky,00287776,670
5709,Střížovice,00287784,257
5710,Sulimov,00287792,168
5711,Šelešovice,70890587,323
5712,Troubky-Zdislavice,00287822,502
5713,Třebětice,00544540,277
5714,Uhřice,00287857,196
5715,Věžky,00287865,404
5716,Vítonice,00380873,459
5717,Vrbka,47930284,201
5718,Zahnašovice,00287890,337
5719,Záříčí,00287903,772
5720,Zástřizly,00380857,143
5721,Zborovice,00287920,1595
5722,Zdounky,00287938,2148
5723,Zlobice,00287954,635
5724,Žalkovice,00287962,583
5725,Žeranovice,00287971,748
5726,Babice,00290777,1817
5727,Bánov,00290785,2116
5728,Bílovice,00290793,1792
5729,Bojkovice,00290807,4568
5730,Boršice,00290823,2221
5731,Boršice u Blatnice,00290815,844
5732,Břestek,00542253,796
5733,Březolupy,00290840,1684
5734,Březová,00290858,1058
5735,Buchlovice,00290866,2502
5736,Bystřice pod Lopeníkem,00290874,810
5737,Částkov,00360392,384
5738,Dolní Němčí,00290904,3027
5739,Drslavice,00360597,525
5740,Hluk,00290939,4416
5741,Horní Němčí,00290947,850
5742,Hostějov,00362166,32
5743,Hostětín,00542296,238
5744,Hradčovice,00290963,1013
5745,Huštěnovice,00290971,980
5746,Jalubí,00290980,1791
5747,Jankovice,00542369,465
5748,Kněžpole,00291013,1127
5749,Komňa,00207438,564
5750,Korytná,00291030,986
5751,Kostelany nad Moravou,00291048,933
5752,Košíky,00542377,422
5753,Kudlovice,00291072,946
5754,Kunovice,00567892,5485
5755,Lopeník,00542245,189
5756,Medlovice,00362174,478
5757,Mistřice,00291129,1180
5758,Modrá,00362344,688
5759,Nedachlebice,00291145,820
5760,Nedakonice,00291153,1572
5761,Nezdenice,00291161,749
5762,Nivnice,00291170,3343
5763,Ořechov,00542300,735
5764,Ostrožská Lhota,00291196,1544
5765,Ostrožská Nová Ves,00291200,3402
5766,Osvětimany,00291218,839
5767,Pašovice,00542326,714
5768,Pitín,00291234,941
5769,Podolí,00291242,852
5770,Polešovice,00291251,2008
5771,Popovice,00291269,1050
5772,Prakšice,00291277,982
5773,Rudice,00542270,455
5774,Salaš,00362417,378
5775,Slavkov,00291315,686
5776,Staré Hutě,00362476,131
5777,Staré Město,00567884,6870
5778,Starý Hrozenkov,00291331,946
5779,Strání,00291340,3662
5780,Stříbrnice,00542229,412
5781,Stupava,00362484,145
5782,Suchá Loz,00291374,1138
5783,Sušice,00542261,591
5784,Svárov,00542237,247
5785,Šumice,00291404,1707
5786,Topolná,00291421,1622
5787,Traplice,00291439,1142
5788,Tučapy,00362506,239
5789,Tupesy,00542393,1114
5790,Uherské Hradiště,00291471,25597
5791,Uherský Brod,00291463,16956
5792,Uherský Ostroh,00291480,4437
5793,Újezdec,00542288,231
5794,Vápenice,00542334,200
5795,Vážany,00542318,426
5796,Velehrad,00291536,1314
5797,Veletiny,00542385,545
5798,Vlčnov,00291561,3043
5799,Vyškovec,00542342,151
5800,Záhorovice,00207381,1083
5801,Zlámanec,00368687,305
5802,Zlechov,00291609,1684
5803,Žítková,00542351,190
5804,Branky,00303712,929
5805,Bystřička,00303739,988
5806,Dolní Bečva,00303747,1857
5807,Francova Lhota,00303755,1613
5808,Halenkov,00303763,2403
5809,Horní Bečva,00303771,2449
5810,Horní Lideč,00303780,1426
5811,Hošťálková,00303798,2147
5812,Hovězí,00303801,2383
5813,Huslenky,00303828,2174
5814,Hutisko-Solanec,00303836,2013
5815,Choryně,00303844,752
5816,Jablůnka,00303852,1985
5817,Janová,00851841,748
5818,Jarcová,00303879,792
5819,Karolinka,00303909,2676
5820,Kateřinice,00303917,962
5821,Kelč,00303925,2673
5822,Kladeruby,00303933,428
5823,Kunovice,00635812,636
5824,Lačnov,00303968,880
5825,Leskovec,00303984,672
5826,Lešná,00303992,1989
5827,Lhota u Vsetína,68898797,775
5828,Lidečko,00304042,1821
5829,Liptál,00304051,1452
5830,Loučka,00304069,742
5831,Lužná,00304077,594
5832,Malá Bystřice,00304085,327
5833,Mikulůvka,00304107,710
5834,Nový Hrozenkov,00304131,2708
5835,Oznice,00304140,421
5836,Podolí,00635791,251
5837,Police,00635804,571
5838,Pozděchov,00304204,554
5839,Prlov,00304212,541
5840,Prostřední Bečva,00304221,1689
5841,Pržno,00635782,660
5842,Ratiboř,00304263,1793
5843,Rožnov pod Radhoštěm,00304271,16942
5844,Růžďka,00304280,934
5845,Seninka,00635821,324
5846,Střelná,00304310,620
5847,Střítež nad Bečvou,00635839,834
5848,Študlov,00304336,507
5849,Ústí,00851825,630
5850,Valašská Bystřice,00304352,2270
5851,Valašská Polanka,00304361,1380
5852,Valašská Senice,00635774,478
5853,Valašské Meziříčí,00304387,26930
5854,Valašské Příkazy,00304395,291
5855,Velká Lhota,00304409,487
5856,Velké Karlovice,00304417,2591
5857,Vidče,00304433,1686
5858,Vigantice,00304441,988
5859,Vsetín,00304450,27150
5860,Zašová,00304476,2928
5861,Zděchov,00304484,596
5862,Zubří,00304492,5560
5863,Bělov,00287032,303
5864,Biskupice,00283771,707
5865,Bohuslavice nad Vláří,70910731,398
5866,Bohuslavice u Zlína,00283789,782
5867,Bratřejov,00283801,765
5868,Brumov-Bylnice,00283819,5819
5869,Březnice,48471828,1227
5870,Březová,00568511,496
5871,Březůvky,00283843,674
5872,Dešná,00568520,210
5873,Dobrkovice,00568538,265
5874,Dolní Lhota,00283878,608
5875,Doubravy,00283886,519
5876,Drnovice,00557889,433
5877,Držková,00568546,356
5878,Fryšták,00283916,3693
5879,Halenkovice,00283932,1838
5880,Haluzice,00837288,87
5881,Horní Lhota,00568554,554
5882,Hostišová,00568562,476
5883,Hrobice,00568571,498
5884,Hřivínův Újezd,00283983,546
5885,Hvozdná,00283991,1195
5886,Jasenná,00284017,941
5887,Jestřabí,00837300,293
5888,Kaňovice,00226238,270
5889,Karlovice,46276076,232
5890,Kašava,00284050,910
5891,Kelníky,00568589,167
5892,Komárov,00568597,327
5893,Křekov,46276041,166
5894,Lhota,00568635,811
5895,Lhotsko,00568619,251
5896,Lípa,00568627,754
5897,Lipová,46276084,342
5898,Loučka,00568643,466
5899,Ludkovice,00284157,703
5900,Luhačovice,00284165,5251
5901,Lukov,00284173,1719
5902,Lukoveček,70871264,405
5903,Lutonina,00568601,390
5904,Machová,00568651,542
5905,Mysločovice,00284211,616
5906,Napajedla,00284220,7389
5907,Návojná,00226220,726
5908,Nedašov,00284246,1392
5909,Nedašova Lhota,00226211,734
5910,Neubuz,00568660,445
5911,Oldřichovice,00568678,377
5912,Ostrata,70910740,395
5913,Otrokovice,00284301,18524
5914,Petrůvka,68731957,324
5915,Podhradí,48471798,196
5916,Podkopná Lhota,00544493,327
5917,Pohořelice,00568686,845
5918,Poteč,00568694,773
5919,Pozlovice,00568708,1231
5920,Provodov,00284378,776
5921,Racková,00284386,802
5922,Rokytnice,70805202,573
5923,Rudimov,46276050,250
5924,Sazovice,00568716,723
5925,Sehradice,00568724,739
5926,Slavičín,00284459,6834
5927,Slopné,00568732,596
5928,Slušovice,00284475,2990
5929,Spytihněv,00284491,1723
5930,Šanov,46276068,490
5931,Šarovy,00837296,234
5932,Štítná nad Vláří-Popov,00284556,2301
5933,Tečovice,00568741,1300
5934,Tichov,48471640,340
5935,Tlumačov,00284572,2526
5936,Trnava,00284581,1150
5937,Ublo,00568759,265
5938,Újezd,00284602,1222
5939,Valašské Klobouky,00284611,5061
5940,Velký Ořechov,00284637,758
5941,Veselá,00226203,803
5942,Vizovice,00284653,4719
5943,Vlachova Lhota,46276033,234
5944,Vlachovice,00284670,1487
5945,Vlčková,00568767,387
5946,Všemina,00544507,1120
5947,Vysoké Pole,00284700,824
5948,Zádveřice-Raková,00284718,1404
5949,Zlín,00283924,76010
5950,Želechovice nad Dřevnicí,75158094,1912
5951,Žlutava,00284734,1119
5952,Andělská Hora,00575976,373
5953,Bílčice,00295868,246
5954,Bohušov,00295876,422
5955,Brantice,00295884,1294
5956,Bruntál,00295892,17030
5957,Břidličná,00295906,3425
5958,Býkov-Láryšov,00846546,144
5959,Čaková,00575992,308
5960,Dětřichov nad Bystřicí,00295931,462
5961,Dívčí Hrad,00576115,284
5962,Dlouhá Stráň,00576069,82
5963,Dolní Moravice,00295957,417
5964,Dvorce,00295973,1437
5965,Heřmanovice,00295981,380
5966,Hlinka,00576107,212
5967,Holčovice,00295990,709
5968,Horní Benešov,00296007,2379
5969,Horní Město,00296015,961
5970,Horní Životice,00576085,348
5971,Hošťálkovy,00296031,572
5972,Janov,00296066,313
5973,Jindřichov,00296074,1406
5974,Jiříkov,00296082,311
5975,Karlova Studánka,00296104,240
5976,Karlovice,00296112,1096
5977,Krasov,00296121,338
5978,Krnov,00296139,24831
5979,Křišťanovice,00296147,249
5980,Leskovec nad Moravicí,00296155,444
5981,Lichnov,00296163,1089
5982,Liptaň,00296180,473
5983,Lomnice,00296198,537
5984,Ludvíkov,00576131,319
5985,Malá Morávka,00296201,693
5986,Malá Štáhle,00575968,151
5987,Město Albrechtice,00296228,3605
5988,Mezina,00576026,314
5989,Milotice nad Opavou,00846511,433
5990,Moravskoslezský Kočov,00576042,565
5991,Nová Pláň,00852759,49
5992,Nové Heřminovy,00846538,286
5993,Oborná,00846520,356
5994,Osoblaha,00296279,1110
5995,Petrovice,00576123,138
5996,Razová,00296287,519
5997,Roudno,00296295,198
5998,Rudná pod Pradědem,00575984,389
5999,Rusín,00296309,144
6000,Rýmařov,00296317,8601
6001,Ryžoviště,00296325,632
6002,Slezské Pavlovice,00576093,213
6003,Slezské Rudoltice,00296333,601
6004,Stará Ves,00575950,530
6005,Staré Heřminovy,00576077,230
6006,Staré Město,00576051,859
6007,Světlá Hora,00296392,1464
6008,Svobodné Heřmanice,00296384,535
6009,Široká Niva,00296406,594
6010,Třemešná,00296414,923
6011,Tvrdkov,00576000,232
6012,Úvalno,00296422,973
6013,Václavov u Bruntálu,00296449,508
6014,Valšov,00576034,265
6015,Velká Štáhle,00576018,350
6016,Vrbno pod Pradědem,00296457,5561
6017,Vysoká,00296465,324
6018,Zátor,00296473,1195
6019,Baška,00296511,3582
6020,Bílá,00577669,306
6021,Bocanovice,00535931,431
6022,Brušperk,00296538,3862
6023,Bruzovice,00296546,752
6024,Bukovec,00535940,1375
6025,Bystřice,00296562,5267
6026,Čeladná,00296571,2417
6027,Dobrá,00296589,3043
6028,Dobratice,00577057,1127
6029,Dolní Domaslavice,00494241,1166
6030,Dolní Lomná,00535966,856
6031,Dolní Tošanovice,00576875,318
6032,Fryčovice,00296635,2361
6033,Frýdek-Místek,00296643,58193
6034,Frýdlant nad Ostravicí,00296651,9707
6035,Hnojník,00296678,1486
6036,Horní Domaslavice,00536008,690
6037,Horní Lomná,00535974,371
6038,Horní Tošanovice,00576883,522
6039,Hrádek,00535958,1814
6040,Hrčava,00296732,258
6041,Hukvaldy,00297194,1944
6042,Jablunkov,00296759,5743
6043,Janovice,00493619,1831
6044,Kaňovice,00494267,291
6045,Komorní Lhotka,00494232,1226
6046,Košařiska,00491845,382
6047,Kozlovice,00296821,2944
6048,Krásná,00577022,641
6049,Krmelín,00296848,2157
6050,Kunčice pod Ondřejníkem,00296856,2161
6051,Lhotka,00296864,504
6052,Lučina,00296899,1234
6053,Malenovice,00576964,603
6054,Metylovice,00535991,1666
6055,Milíkov,00492621,1309
6056,Morávka,00296945,1077
6057,Mosty u Jablunkova,00296953,3920
6058,Návsí,60781688,3850
6059,Nižní Lhoty,00577065,262
6060,Nošovice,00577049,985
6061,Nýdek,00492868,1983
6062,Ostravice,00297046,2358
6063,Palkovice,00297054,3124
6064,Paskov,00297062,3898
6065,Pazderna,00577073,277
6066,Písečná,70632430,901
6067,Písek,00535982,1810
6068,Pražmo,00576999,967
6069,Pržno,00494216,1015
6070,Pstruží,00576972,880
6071,Raškovice,00577006,1751
6072,Ropice,70305587,1491
6073,Řeka,00576891,487
6074,Řepiště,00577031,1710
6075,Sedliště,00297178,1422
6076,Smilovice,00576905,714
6077,Soběšovice,00576981,852
6078,Staré Hamry,00297241,554
6079,Staré Město,00576948,1391
6080,Staříč,00576956,2022
6081,Střítež,00576913,1010
6082,Sviadnov,00846872,1577
6083,Třanovice,00576921,1012
6084,Třinec,00297313,37056
6085,Vělopolí,00576930,277
6086,Vendryně,63026112,4214
6087,Vojkovice,00577081,585
6088,Vyšní Lhoty,00577014,822
6089,Žabeň,00576867,701
6090,Žermanice,00494259,273
6091,Albrechtice,00297429,3932
6092,Bohumín,00297569,22044
6093,Český Těšín,00297437,25234
6094,Dětmarovice,00297445,4022
6095,Dolní Lutyně,00297461,5014
6096,Doubrava,00562424,1283
6097,Havířov,00297488,79679
6098,Horní Bludovice,00296686,2026
6099,Horní Suchá,00575917,4467
6100,Chotěbuz,67339158,1143
6101,Karviná,00297534,59627
6102,Orlová,00297577,31342
6103,Petrovice u Karviné,00297585,5350
6104,Petřvald,00297593,7024
6105,Rychvald,00297615,7151
6106,Stonava,00297658,1794
6107,Těrlicko,00297666,4247
6108,Albrechtičky,00600814,709
6109,Bartošovice,00297721,1666
6110,Bernartice nad Odrou,00600717,955
6111,Bílov,48430749,582
6112,Bílovec,00297755,7586
6113,Bítov,64629929,412
6114,Bordovice,00600687,578
6115,Bravantice,68921063,857
6116,Frenštát pod Radhoštěm,00297852,11040
6117,Fulnek,00297861,5889
6118,Heřmanice u Oder,00600750,326
6119,Heřmánky,00600768,176
6120,Hladké Životice,00848468,974
6121,Hodslavice,00297917,1737
6122,Hostašovice,00600725,752
6123,Jakubčovice nad Odrou,60798483,680
6124,Jeseník nad Odrou,00297976,1896
6125,Jistebník,00298018,1543
6126,Kateřinice,00600784,641
6127,Kopřivnice,00298077,22899
6128,Kujavy,67340474,565
6129,Kunín,00600733,1895
6130,Libhošť,72086718,1567
6131,Lichnov,00298115,1487
6132,Luboměř,00298158,379
6133,Mankovice,00600776,603
6134,Mořkov,00298191,2480
6135,Mošnov,00600792,698
6136,Nový Jičín,00298212,23909
6137,Odry,00298221,7451
6138,Petřvald,00298263,1800
6139,Příbor,00298328,8691
6140,Pustějov,00600822,985
6141,Rybí,00600741,1182
6142,Sedlnice,00298352,1409
6143,Skotnice,00600806,732
6144,Slatina,00600661,747
6145,Spálov,00298387,903
6146,Starý Jičín,00298425,2660
6147,Studénka,00298441,10026
6148,Suchdol nad Odrou,00298450,2565
6149,Šenov u Nového Jičína,60798432,2088
6150,Štramberk,00298468,3396
6151,Tichá,00298476,1722
6152,Tísek,00298484,959
6153,Trnávka,00848441,721
6154,Trojanovice,00298514,2316
6155,Velké Albrechtice,00600679,1055
6156,Veřovice,00298531,1970
6157,Vražné,62351290,862
6158,Vrchy,00848514,212
6159,Závišice,00600709,921
6160,Ženklava,00600831,1012
6161,Životice u Nového Jičína,48804711,617
6162,Bělá,00534650,665
6163,Bohuslavice,00299839,1635
6164,Bolatice,00299847,4378
6165,Branka u Opavy,47812303,1097
6166,Bratříkovice,00635600,165
6167,Brumovice,00299871,1472
6168,Březová,00299880,1383
6169,Budišov nad Budišovkou,00299898,3055
6170,Budišovice,00635413,651
6171,Čermná ve Slezsku,00849707,365
6172,Darkovice,00635456,1293
6173,Děhylov,00635464,683
6174,Dobroslavice,00849731,752
6175,Dolní Benešov,00299979,4225
6176,Dolní Životice,00635570,1134
6177,Háj ve Slezsku,00300021,3292
6178,Hať,00635511,2555
6179,Hlavnice,00635596,625
6180,Hlubočec,00635430,569
6181,Hlučín,00300063,14114
6182,Hněvošice,00300071,1016
6183,Holasovice,00300080,1372
6184,Hrabyně,00300136,1180
6185,Hradec nad Moravicí,00300144,5426
6186,Chlebičov,00533947,1096
6187,Chuchelná,00300161,1279
6188,Chvalíkovice,00849685,702
6189,Jakartovice,00300187,1092
6190,Jezdkovice,00849952,223
6191,Kobeřice,00300241,3288
6192,Kozmice,00849961,1825
6193,Kravaře,00300292,6734
6194,Kružberk,00635537,277
6195,Kyjovice,00534722,805
6196,Lhotka u Litultovic,00635375,198
6197,Litultovice,00300381,827
6198,Ludgeřovice,00300390,4703
6199,Markvartovice,00300411,1868
6200,Melč,00300420,626
6201,Mikolajice,00635405,256
6202,Mladecko,00635502,150
6203,Mokré Lazce,00300462,1134
6204,Moravice,00635391,251
6205,Neplachovice,00561193,924
6206,Nové Lublice,00534919,209
6207,Nové Sedlice,66144540,493
6208,Oldřišov,00300527,1344
6209,Opava,00300535,58643
6210,Otice,00300543,1321
6211,Píšť,00300560,2117
6212,Pustá Polom,00300608,1453
6213,Radkov,00635383,515
6214,Raduň,00300624,971
6215,Rohov,00635499,622
6216,Skřipov,00300659,1009
6217,Slavkov,00300667,1860
6218,Služovice,00300675,811
6219,Sosnová,00296341,414
6220,Staré Těchanovice,00635529,145
6221,Stěbořice,00300691,1376
6222,Strahovice,00534668,924
6223,Sudice,00300713,671
6224,Svatoňovice,00849979,289
6225,Šilheřovice,00300730,1596
6226,Štáblovice,00635448,623
6227,Štěpánkovice,00300756,3157
6228,Štítina,00300764,1201
6229,Těškovice,00535117,848
6230,Třebom,00635481,218
6231,Uhlířov,00635421,343
6232,Velké Heraltice,00300837,1639
6233,Velké Hoštice,00300845,1780
6234,Větřkovice,00849740,750
6235,Vítkov,00300870,6033
6236,Vršovice,00635588,490
6237,Vřesina,00635545,1484
6238,Závada,00635553,585
6239,Čavisov,00535141,516
6240,Dolní Lhota,00535133,1376
6241,Horní Lhota,00535125,746
6242,Klimkovice,00298051,4170
6243,Olbramice,60798416,645
6244,Ostrava,00845451,302456
6245,Stará Ves nad Ondřejnicí,00297232,2631
6246,Šenov,00297291,5976
6247,Václavovice,00297330,1818
6248,Velká Polom,00300829,1872
6249,Vratimov,00297372,6890
6250,Vřesina,00298581,2751
