OBJECTID,NAZOB,ICO,POCET_OBYVATEL_260311
3182,Zelenecká Lhota,00271829,155
3183,Železnice,00272426,1295
3184,Žeretice,00272434,268
3185,Židovice,00578673,121
3186,Žlunice,00272451,248
3187,Adršpach,00653560,527
3188,Bezděkov nad Metují,00653691,496
3189,Bohuslavice,00272493,1000
3190,Borová,00654141,209
3191,Božanov,00272515,367
3192,Broumov,00272523,7817
3193,Brzice,00654001,206
3194,Bukovice,00653675,373
3195,Černčice,00272558,481
3196,Červená Hora,00486299,207
3197,Červený Kostelec,00272566,8539
3198,Česká Čermná,00272574,474
3199,Česká Metuje,00272582,321
3200,Česká Skalice,00272591,5205
3201,Dolany,00272612,625
3202,Dolní Radechová,00272621,800
3203,Hejtmánkovice,00653594,662
3204,Heřmanice,00272647,406
3205,Heřmánkovice,00653616,485
3206,Horní Radechová,00272663,501
3207,Hořenice,00578720,164
3208,Hořičky,00272671,533
3209,Hronov,00272680,6357
3210,Hynčice,00190187,185
3211,Chvalkovice,00272710,707
3212,Jaroměř,00272728,12638
3213,Jasenná,00272736,723
3214,Jestřebí,00272744,163
3215,Jetřichov,00654116,450
3216,Kramolna,00273147,1039
3217,Křinice,00653608,429
3218,Lhota pod Hořičkami,00653993,277
3219,Libchyně,00654094,74
3220,Litoboř,00654027,116
3221,Machov,00272809,1117
3222,Martínkovice,00272817,515
3223,Mezilečí,00654019,157
3224,Mezilesí,00272833,213
3225,Meziměstí,00272841,2687
3226,Nahořany,00272850,527
3227,Náchod,00272868,20763
3228,Nové Město nad Metují,00272876,9820
3229,Nový Hrádek,00272884,784
3230,Nový Ples,00272892,342
3231,Otovice,00272914,373
3232,Police nad Metují,00272949,4294
3233,Provodov-Šonov,00272957,1179
3234,Přibyslav,00272965,199
3235,Rasošky,00272973,630
3236,Rožnov,00272981,387
3237,Rychnovek,00273007,617
3238,Říkov,00857564,200
3239,Sendraž,00654086,93
3240,Slatina nad Úpou,00273023,296
3241,Slavětín nad Metují,00273031,254
3242,Slavoňov,00273058,291
3243,Stárkov,00273066,623
3244,Studnice,00273082,1081
3245,Suchý Důl,00653683,427
3246,Šestajovice,00529991,191
3247,Šonov,00273112,339
3248,Teplice nad Metují,00273139,1733
3249,Velichovky,00273155,749
3250,Velká Jesenice,00273163,752
3251,Velké Petrovice,00273171,369
3252,Velké Poříčí,00654451,2420
3253,Velký Třebešov,00273180,349
3254,Vernéřovice,00654124,357
3255,Vestec,00653985,147
3256,Vlkov,00273198,389
3257,Vršovka,00273210,121
3258,Vysoká Srbská,00273228,265
3259,Vysokov,00653497,480
3260,Zábrodí,00273244,469
3261,Zaloňov,00273252,451
3262,Žďár nad Metují,00273279,634
3263,Žďárky,00273287,555
3264,Žernov,00273295,252
3265,Albrechtice nad Orlicí,00579106,1023
3266,Bačetín,00274682,401
3267,Bartošovice v Orlických horách,00274691,217
3268,Bílý Újezd,00274704,621
3269,Bohdašín,00274712,225
3270,Bolehošť,00274721,546
3271,Borohrádek,00274739,2133
3272,Borovnice,00274747,392
3273,Bystré,00274763,268
3274,Byzhradec,00274771,200
3275,Častolovice,00274780,1681
3276,Čermná nad Orlicí,00274798,1025
3277,Černíkovice,00274801,713
3278,České Meziříčí,00274810,1803
3279,Čestice,00274828,560
3280,Deštné v Orlických horách,00274844,602
3281,Dobré,00274861,829
3282,Dobruška,00274879,6921
3283,Dobřany,00274887,129
3284,Doudleby nad Orlicí,00274909,1878
3285,Hřibiny-Ledská,00579271,349
3286,Chleny,00274917,237
3287,Chlístov,00579122,83
3288,Jahodov,00579297,92
3289,Janov,00274925,113
3290,Javornice,00274933,921
3291,Kostelec nad Orlicí,00274968,6384
3292,Kostelecké Horky,00274984,135
3293,Kounov,00274992,238
3294,Králova Lhota,00275000,230
3295,Krchleby,00579190,87
3296,Kvasiny,00275026,1446
3297,Lhoty u Potštejna,00275042,294
3298,Libel,00579254,119
3299,Liberk,00275051,702
3300,Lično,00275069,581
3301,Lípa nad Orlicí,00275077,518
3302,Lukavice,00579301,590
3303,Lupenice,00579114,267
3304,Mokré,00579131,160
3305,Nová Ves,00579092,154
3306,Očelice,00275158,258
3307,Ohnišov,00275166,483
3308,Olešnice,00275182,459
3309,Olešnice v Orlických horách,00275174,475
3310,Opočno,00275191,3128
3311,Orlické Záhoří,00275204,196
3312,Osečnice,00275212,296
3313,Pěčín,00275221,539
3314,Podbřezí,00579319,524
3315,Pohoří,00275263,687
3316,Polom,00579165,121
3317,Potštejn,00275271,915
3318,Proruby,00579173,54
3319,Přepychy,00275280,580
3320,Rohenice,00579246,260
3321,Rokytnice v Orlických horách,00275301,2232
3322,Rybná nad Zdobnicí,00275328,432
3323,Rychnov nad Kněžnou,00275336,11392
3324,Říčky v Orlických horách,00579149,91
3325,Sedloňov,00275352,224
3326,Semechnice,00275361,385
3327,Skuhrov nad Bělou,00275387,1080
3328,Slatina nad Zdobnicí,00275395,862
3329,Sněžné,00579157,131
3330,Solnice,00275417,2176
3331,Svídnice,00579203,167
3332,Synkov-Slemeno,00579289,387
3333,Trnov,00275433,716
3334,Třebešov,00579262,262
3335,Tutleky,00579181,355
3336,Týniště nad Orlicí,00275468,6272
3337,Val,00275484,287
3338,Vamberk,00275492,4641
3339,Voděrady,00275506,684
3340,Vrbice,00579211,134
3341,Záměl,00275531,653
3342,Zdelov,00275549,232
3343,Zdobnice,00275557,171
3344,Žďár nad Orlicí,00275565,443
3345,Batňovice,00277657,752
3346,Bernartice,00277665,905
3347,Bílá Třemešná,00277673,1331
3348,Bílé Poličany,00581054,150
3349,Borovnice,00580210,394
3350,Borovnička,00580201,193
3351,Čermná,00277711,393
3352,Černý Důl,00277720,744
3353,Dolní Branná,00277738,968
3354,Dolní Brusnice,60153415,358
3355,Dolní Dvůr,00277754,248
3356,Dolní Kalná,00277762,682
3357,Dolní Lánov,00277771,751
3358,Dolní Olešnice,00580171,364
3359,Doubravice,00580759,379
3360,Dubenec,00277801,709
3361,Dvůr Králové nad Labem,00277819,16137
3362,Hajnice,00277827,969
3363,Havlovice,00277835,964
3364,Horní Brusnice,00581038,440
3365,Horní Kalná,00580783,357
3366,Horní Maršov,00277878,1054
3367,Horní Olešnice,00277886,294
3368,Hostinné,00277908,4625
3369,Hřibojedy,00581011,207
3370,Chotěvice,00277924,1029
3371,Choustníkovo Hradiště,00277932,597
3372,Chvaleč,00277941,635
3373,Janské Lázně,00277967,818
3374,Jívka,00277983,588
3375,Klášterská Lhota,00277991,200
3376,Kocbeře,00278009,530
3377,Kohoutov,00278017,268
3378,Královec,47465549,183
3379,Kuks,00278025,255
3380,Kunčice nad Labem,00278033,581
3381,Lampertice,00580741,464
3382,Lánov,00278041,1734
3383,Lanžov,00580198,201
3384,Libňatov,00278084,363
3385,Libotov,00578193,179
3386,Litíč,00581046,151
3387,Malá Úpa,00656119,147
3388,Malé Svatoňovice,00278114,1528
3389,Maršov u Úpice,00278131,165
3390,Mladé Buky,00278149,2223
3391,Mostek,00278157,1306
3392,Nemojov,00278165,651
3393,Pec pod Sněžkou,00278181,739
3394,Pilníkov,00278190,1217
3395,Prosečné,00278203,556
3396,Radvanice,00278220,1044
3397,Rtyně v Podkrkonoší,00278238,3011
3398,Rudník,00278246,2247
3399,Stanovice,00578207,64
3400,Staré Buky,00278262,497
3401,Strážné,00580180,197
3402,Suchovršice,00580775,358
3403,Svoboda nad Úpou,00278335,2177
3404,Špindlerův Mlýn,00278343,1331
3405,Trotina,00278351,84
3406,Trutnov,00278360,31085
3407,Třebihošť,00278378,412
3408,Úpice,00278386,5854
3409,Velké Svatoňovice,00278394,1231
3410,Velký Vřešťov,00484776,217
3411,Vilantice,00580767,206
3412,Vítězná,00278432,1371
3413,Vlčice,00278441,492
3414,Vlčkovice v Podkrkonoší,00278459,416
3415,Vrchlabí,00278475,12674
3416,Zábřezí-Řečice,00580872,145
3417,Zdobín,00580864,103
3418,Zlatá Olešnice,00278483,190
3419,Žacléř,00278491,3488
3420,Běstvina,00269841,522
3421,Biskupice,15054241,59
3422,Bítovany,00485667,413
3423,Bojanov,00269867,638
3424,Bor u Skutče,00496987,156
3425,Bořice,00269883,179
3426,Bousov,00654655,218
3427,Bylany,00269905,407
3428,Ctětín,00269913,276
3429,Čankovice,00485969,309
3430,České Lhotice,00269956,104
3431,Dědová,00269964,153
3432,Dolní Bezděkov,00483575,187
3433,Dřenice,00485063,350
3434,Dvakačovice,00484466,179
3435,Hamry,00270032,260
3436,Heřmanův Městec,00270041,4889
3437,Hlinsko,00270059,10072
3438,Hluboká,00654639,202
3439,Hodonín,00654736,97
3440,Holetín,00270105,756
3441,Honbice,00270113,179
3442,Horka,00270121,399
3443,Horní Bradlo,00270130,465
3444,Hošťalovice,00270148,140
3445,Hrochův Týnec,00270156,1948
3446,Hroubovice,00270164,371
3447,Chrast,00270199,3175
3448,Chroustovice,00270202,1261
3449,Chrudim,00270211,23369
3450,Jeníkov,00654744,484
3451,Jenišovice,00270237,419
3452,Kameničky,00270245,804
3453,Kladno,00270253,247
3454,Klešice,15054195,380
3455,Kněžice,15054250,154
3456,Kočí,00270288,596
3457,Kostelec u Heřmanova Městce,00654728,329
3458,Krásné,00270326,170
3459,Krouna,00270334,1383
3460,Křižanovice,00497002,110
3461,Lány,00484768,254
3462,Leštinka,00270377,135
3463,Libkov,00270393,79
3464,Liboměřice,00270407,151
3465,Licibořice,00497011,233
3466,Lipovec,00654647,247
3467,Lozice,00270423,152
3468,Lukavice,00270431,914
3469,Luže,00270440,2539
3470,Míčov-Sušice,00270491,264
3471,Miřetice,00270504,1225
3472,Mladoňovice,00270521,317
3473,Morašice,00270547,650
3474,Mrákotín,60104171,366
3475,Nabočany,00270563,121
3476,Načešice,00270571,577
3477,Nasavrky,00270580,1648
3478,Orel,00270636,735
3479,Ostrov,15054268,218
3480,Otradov,64782701,282
3481,Perálec,00270661,240
3482,Podhořany u Ronova,00483877,261
3483,Pokřikov,00270725,264
3484,Prachovice,00270733,1474
3485,Proseč,00270741,2165
3486,Prosetín,00270750,795
3487,Předhradí,00654621,432
3488,Přestavlky,00486264,225
3489,Rabštejnská Lhota,69171289,696
3490,Raná,00270814,379
3491,Ronov nad Doubravou,00270822,1729
3492,Rosice,00270831,1376
3493,Rozhovice,00496979,277
3494,Řestoky,00270873,486
3495,Seč,00270881,1668
3496,Skuteč,00270903,5243
3497,Slatiňany,00270920,4205
3498,Smrček,15054209,117
3499,Sobětuchy,00270938,834
3500,Stolany,00654752,371
3501,Střemošice,00270971,190
3502,Studnice,00270989,462
3503,Svídnice,00270997,425
3504,Svratouch,00271004,888
3505,Tisovec,00271047,306
3506,Trhová Kamenice,00271055,907
3507,Trojovice,00271063,200
3508,Třemošnice,00271071,3167
3509,Třibřichy,00485365,292
3510,Tuněchody,00271080,596
3511,Úherčice,43500081,120
3512,Úhřetice,00271101,479
3513,Vápenný Podol,00271110,214
3514,Včelákov,00271128,567
3515,Vejvanovice,00271136,305
3516,Vítanov,00271152,431
3517,Vojtěchov,00271161,417
3518,Vortová,00271187,257
3519,Vrbatův Kostelec,00271195,332
3520,Všeradov,00271209,160
3521,Vysočina,00271217,708
3522,Vyžice,00496995,177
3523,Zaječice,00271233,1057
3524,Zájezdec,00654663,133
3525,Zderaz,15054225,276
3526,Žlebské Chvalovice,15054233,88
3527,Žumberk,00271292,243
3528,Barchov,00273317,184
3529,Bezděkov,00273325,283
3530,Borek,00273376,249
3531,Brloh,00273384,222
3532,Břehy,00273392,959
3533,Bukovina nad Labem,00273406,225
3534,Bukovina u Přelouče,00273414,73
3535,Bukovka,00273422,401
3536,Býšť,00273431,1478
3537,Časy,00580503,221
3538,Čeperka,00273449,1000
3539,Čepí,00273457,404
3540,Černá u Bohdanče,00580601,327
3541,Dašice,00273481,2436
3542,Dolany,00273490,379
3543,Dolní Roveň,00273503,1994
3544,Dolní Ředice,00273511,843
3545,Dříteč,00273546,397
3546,Dubany,00580457,232
3547,Hlavečník,00273554,281
3548,Holice,00273571,6492
3549,Holotín,00580651,46
3550,Horní Jelení,00273589,1970
3551,Horní Ředice,00273601,981
3552,Hrobice,00273635,208
3553,Choltice,00273643,1044
3554,Choteč,00273651,327
3555,Chrtníky,00580465,86
3556,Chvaletice,00273660,3128
3557,Chvojenec,00273678,725
3558,Chýšť,00273686,208
3559,Jankovice,00273694,308
3560,Jaroslav,00273708,229
3561,Jedousov,00273716,141
3562,Jeníkovice,00273724,251
3563,Jezbořice,00273732,343
3564,Kasalice,00273741,206
3565,Kladruby nad Labem,00273767,651
3566,Kojice,00273783,454
3567,Kostěnice,00273821,524
3568,Křičeň,00580554,256
3569,Kunětice,00580571,272
3570,Labské Chrčice,00273848,174
3571,Lány u Dašic,00580520,145
3572,Lázně Bohdaneč,00273350,3378
3573,Libišany,00273899,462
3574,Lipoltice,00273902,398
3575,Litošice,00580562,129
3576,Malé Výkleky,00580511,122
3577,Mikulovice,00273961,1089
3578,Mokošín,00273970,160
3579,Morašice,00580678,92
3580,Moravany,00273988,1809
3581,Němčice,00580589,515
3582,Neratov,00580686,139
3583,Opatovice nad Labem,00274011,2487
3584,Ostřešany,00274020,1013
3585,Ostřetín,00274038,956
3586,Pardubice,00274046,91073
3587,Plch,00580627,93
3588,Poběžovice u Holic,00274062,220
3589,Poběžovice u Přelouče,00580473,85
3590,Podůlšany,00580635,155
3591,Pravy,00580538,97
3592,Přelouč,00274101,9108
3593,Přelovice,00274119,198
3594,Přepychy,00274127,91
3595,Ráby,00274135,587
3596,Rohovládova Bělá,00274151,541
3597,Rohoznice,00274160,234
3598,Rokytno,00274178,830
3599,Rybitví,00274194,1378
3600,Řečany nad Labem,00274208,1382
3601,Selmice,00274216,248
3602,Semín,00274224,536
3603,Sezemice,00274241,3531
3604,Slepotice,00274259,440
3605,Sopřeč,00274267,281
3606,Sovolusky,00580660,128
3607,Spojil,00190900,449
3608,Srch,00274283,1348
3609,Srnojedy,00191159,622
3610,Staré Hradiště,00274305,1553
3611,Staré Jesenčany,00274313,351
3612,Staré Ždánice,00274321,682
3613,Starý Mateřov,00274330,529
3614,Stéblová,00580619,223
3615,Stojice,00274356,213
3616,Strašov,00274364,321
3617,Svinčany,00580481,412
3618,Svojšice,00274381,245
3619,Tetov,00580546,167
3620,Trnávka,48156931,219
3621,Trusnov,00274429,236
3622,Třebosice,00580643,192
3623,Turkovice,00274445,270
3624,Uhersko,00274470,282
3625,Úhřetická Lhota,00274488,247
3626,Újezd u Přelouče,00274500,200
3627,Újezd u Sezemic,00580597,133
3628,Urbanice,00580490,69
3629,Valy,00274526,472
3630,Vápno,00274534,140
3631,Veliny,00274542,411
3632,Veselí,00274569,366
3633,Vlčí Habřina,00274585,321
3634,Voleč,00274593,339
3635,Vysoké Chvojno,00274607,395
3636,Vyšehněvice,00274615,218
3637,Zdechovice,00274623,619
3638,Žáravice,00274640,136
3639,Živanice,00274658,920
3640,Banín,00579441,314
3641,Bělá nad Svitavou,00579459,508
3642,Bělá u Jevíčka,00484164,352
3643,Benátky,00276375,365
3644,Bezděčí u Trnávky,00194514,227
3645,Biskupice,00579467,446
3646,Bohuňov,00276413,174
3647,Bohuňovice,00276421,112
3648,Borová,00276430,978
3649,Borušov,00579475,170
3650,Brněnec,00276464,1363
3651,Březina,00276472,352
3652,Březinky,00579432,135
3653,Březiny,00276499,154
3654,Březová nad Svitavou,00483869,1756
3655,Budislav,00276511,445
3656,Bystré,00276529,1616
3657,Cerekvice nad Loučnou,00276537,862
3658,Čistá,00276545,931
3659,Desná,00579483,327
3660,Dětřichov,00276561,334
3661,Dětřichov u Moravské Třebové,00579491,199
3662,Dlouhá Loučka,00276588,533
3663,Dolní Újezd,00276596,1995
3664,Gruna,00194611,150
3665,Hartinkov,00579505,53
3666,Hartmanice,00276634,280
3667,Horky,00579513,108
3668,Horní Újezd,00579521,439
3669,Hradec nad Svitavou,00579530,1701
3670,Chmelík,00579548,185
3671,Chornice,00276693,874
3672,Chotěnov,00276707,128
3673,Chotovice,00276715,133
3674,Chrastavec,00276723,237
3675,Janov,00276731,966
3676,Janůvky,00194549,45
3677,Jaroměřice,00276758,1205
3678,Jarošov,00276766,184
3679,Javorník,00579556,391
3680,Jedlová,00276782,1013
3681,Jevíčko,00276791,2882
3682,Kamenec u Poličky,00276804,562
3683,Kamenná Horka,00276812,302
3684,Karle,00579564,386
3685,Koclířov,00276839,687
3686,Korouhev,00276855,794
3687,Koruna,00276863,137
3688,Křenov,00276871,417
3689,Kukle,00579572,68
3690,Kunčina,00276880,1338
3691,Květná,00276898,392
3692,Lavičné,00276901,120
3693,Linhartice,00276936,644
3694,Litomyšl,00276944,10233
3695,Lubná,00276952,1014
3696,Makov,00276961,339
3697,Malíkov,00194557,116
3698,Městečko Trnávka,00276987,1465
3699,Mikuleč,00276995,222
3700,Mladějov na Moravě,00277002,471
3701,Morašice,00277029,688
3702,Moravská Třebová,00277037,10708
3703,Nedvězí,00277053,211
3704,Němčice,00279277,962
3705,Nová Sídla,00579581,234
3706,Nová Ves u Jarošova,00579599,63
3707,Oldřiš,00277070,656
3708,Opatov,00277088,1178
3709,Opatovec,00579602,648
3710,Osík,00277100,1030
3711,Pohledy,00277151,312
3712,Polička,00277177,8972
3713,Pomezí,00277185,1175
3714,Poříčí u Litomyšle,00579611,453
3715,Příluka,00277223,175
3716,Pustá Kamenice,00277231,329
3717,Pustá Rybná,00277240,174
3718,Radiměř,00277258,1109
3719,Radkov,00194646,126
3720,Rohozná,00277274,664
3721,Rozhraní,00277282,343
3722,Rozstání,00277291,257
3723,Rudná,00277304,184
3724,Rychnov na Moravě,00277312,598
3725,Řídký,00579629,74
3726,Sádek,00277321,488
3727,Sebranice,00277339,963
3728,Sedliště,00277347,240
3729,Sklené,00277355,237
3730,Slatina,00277363,136
3731,Sloupnice,00038130,1703
3732,Staré Město,00277380,1010
3733,Stašov,00277401,243
3734,Strakov,00277410,218
3735,Suchá Lhota,00277436,85
3736,Svitavy,00277444,17090
3737,Svojanov,00277452,384
3738,Široký Důl,00277461,389
3739,Študlov,00277479,131
3740,Telecí,00277487,396
3741,Trpín,00277495,436
3742,Trstěnice,00277509,511
3743,Tržek,00579637,161
3744,Třebařov,00277517,914
3745,Újezdec,00579645,93
3746,Útěchov,00579653,251
3747,Vendolí,00277541,959
3748,Vidlatá Seč,00277550,282
3749,Víska u Jevíčka,00277568,159
3750,Vítějeves,00277576,420
3751,Vlčkov,00279714,107
3752,Vranová Lhota,00277584,457
3753,Vrážné,00579661,74
3754,Vysoká,00277606,37
3755,Želivsko,00579670,37
3756,Albrechtice,00581003,480
3757,Anenská Studánka,00580988,206
3758,Běstovice,00856606,459
3759,Bošín,00580341,90
3760,Brandýs nad Orlicí,00278564,1384
3761,Bučina,00278581,210
3762,Bystřec,00278599,1115
3763,Cotkytle,00278602,394
3764,Čenkovice,00278611,182
3765,Červená Voda,00278637,3106
3766,Česká Rybná,00278645,408
3767,Česká Třebová,00278653,16069
3768,České Heřmanice,00278661,548
3769,České Libchavy,00278670,591
3770,České Petrovice,00485659,147
3771,Damníkov,00278696,696
3772,Dlouhá Třebová,00580902,1260
3773,Dlouhoňovice,00580899,773
3774,Dobříkov,00278718,489
3775,Dolní Čermná,00278734,1308
3776,Dolní Dobrouč,00278742,2570
3777,Dolní Morava,00580911,299
3778,Džbánov,00580961,339
3779,Hejnice,00278831,217
3780,Helvíkovice,00580929,453
3781,Hnátnice,00278874,881
3782,Horní Čermná,00278882,1023
3783,Horní Heřmanice,00278904,508
3784,Horní Třešňovec,00278939,591
3785,Hrádek,00580945,100
3786,Hrušová,00854034,326
3787,Choceň,00278955,8839
3788,Jablonné nad Orlicí,00278963,3306
3789,Jamné nad Orlicí,00278980,694
3790,Javorník,00278998,262
3791,Jehnědí,00279005,328
3792,Kameničná,00279013,322
3793,Klášterec nad Orlicí,00279021,908
3794,Koldín,00279056,363
3795,Kosořín,00854051,151
3796,Králíky,00279072,4495
3797,Krasíkov,00485535,322
3798,Kunvald,00279099,995
3799,Lanškroun,00279102,10133
3800,Leština,00270369,286
3801,Letohrad,00279129,6365
3802,Libecina,00279153,168
3803,Libchavy,00038113,1682
3804,Lichkov,00279161,562
3805,Líšnice,00279170,770
3806,Lubník,00279196,325
3807,Lukavice,00279200,1106
3808,Luková,00279218,719
3809,Mistrovice,00279226,621
3810,Mladkov,00279234,534
3811,Mostek,00279242,246
3812,Nasavrky,00854000,137
3813,Nekoř,00279269,936
3814,Nové Hrady,00270598,290
3815,Orlické Podhůří,00279293,626
3816,Orličky,00279307,303
3817,Ostrov,00279315,629
3818,Oucmanice,00401269,225
3819,Pastviny,00279331,348
3820,Petrovice,00279340,248
3821,Písečná,00279358,530
3822,Plchovice,00853992,85
3823,Podlesí,00279382,262
3824,Přívrat,00853984,328
3825,Pustina,00279412,71
3826,Radhošť,00274143,171
3827,Rudoltice,00279421,1756
3828,Rybník,00581020,803
3829,Řepníky,00270865,403
3830,Řetová,00279447,683
3831,Řetůvka,00580937,284
3832,Sázava,00853976,570
3833,Seč,00279471,152
3834,Semanín,67441513,632
3835,Skořenice,00279498,450
3836,Slatina,00279510,424
3837,Sobkovice,00580953,254
3838,Sopotnice,00279536,956
3839,Sruby,00279544,560
3840,Stradouň,00270962,197
3841,Strážná,00279552,114
3842,Studené,00279561,162
3843,Sudislav nad Orlicí,00279579,131
3844,Sudslava,00279587,182
3845,Svatý Jiří,00279285,315
3846,Šedivec,00279617,205
3847,Tatenice,00279625,854
3848,Těchonín,00279633,597
3849,Tisová,00279641,557
3850,Trpík,00580996,67
3851,Třebovice,00279650,801
3852,Týnišťko,00274461,155
3853,Újezd u Chocně,00279668,325
3854,Ústí nad Orlicí,00279676,14662
3855,Velká Skrovnice,00279692,280
3856,Verměřovice,00279706,727
3857,Vinary,00271144,122
3858,Voděrady,00279731,340
3859,Vraclav,00279749,747
3860,Vračovice-Orlov,00580856,190
3861,Výprachtice,00279765,989
3862,Vysoké Mýto,00279773,12553
3863,Zádolí,00279781,94
3864,Záchlumí,00279790,743
3865,Zálší,00279803,229
3866,Zámrsk,00279811,749
3867,Zářecká Lhota,00279820,182
3868,Žamberk,00279846,6071
3869,Žampach,00279854,289
3870,Žichlínek,00279862,904
3871,Bačkov,00579777,137
3872,Bartoušov,00579785,167
3873,Bělá,00179612,211
3874,Bezděkov,00579793,252
3875,Bojiště,00267228,268
3876,Boňkov,00179680,61
3877,Borek,00267236,131
3878,Břevnice,00579807,153
3879,Čachotín,00267261,184
3880,Čečkovice,00579815,81
3881,Česká Bělá,00267279,1011
3882,Číhošť,00267295,323
3883,Dlouhá Ves,00267309,418
3884,Dolní Krupá,00267368,424
3885,Dolní Město,00267376,915
3886,Dolní Sokolovec,00579823,95
3887,Druhanov,00179591,162
3888,Golčův Jeníkov,00267406,2671
3889,Habry,00267422,1307
3890,Havlíčkova Borová,00267431,965
3891,Havlíčkův Brod,00267449,23723
3892,Herálec,00267457,1147
3893,Heřmanice,00579831,63
3894,Hněvkovice,00267473,577
3895,Horní Krupá,00267481,510
3896,Horní Paseka,00579840,71
3897,Hradec,00267503,236
3898,Hurtova Lhota,15060896,220
3899,Chotěboř,00267538,9552
3900,Chrtníč,00267546,134
3901,Chřenovice,00179639,158
3902,Jedlá,00267562,80
3903,Jeřišno,00267571,307
3904,Jilem,00579858,124
3905,Jitkov,00579866,216
3906,Kámen,00267597,387
3907,Kamenná Lhota,00267619,252
3908,Klokočov,00267627,119
3909,Knyk,00579874,383
3910,Kochánov,00579882,148
3911,Kojetín,00267651,162
3912,Kouty,00579891,196
3913,Kozlov,00267660,144
3914,Kožlí,00267678,755
3915,Kraborovice,00579904,98
3916,Krásná Hora,00267694,516
3917,Krátká Ves,00267708,148
3918,Krucemburk,00267716,1627
3919,Kunemil,00579912,107
3920,Květinov,00267724,247
3921,Kyjov,00579921,138
3922,Kynice,00267741,93
3923,Lány,00579939,57
3924,Ledeč nad Sázavou,00267759,5468
3925,Leškovice,00579947,74
3926,Leština u Světlé,00267783,602
3927,Libice nad Doubravou,00267791,857
3928,Lípa,00267805,1077
3929,Lipnice nad Sázavou,00267813,673
3930,Lučice,00267830,633
3931,Malčín,00267848,203
3932,Maleč,00267856,698
3933,Michalovice,00579955,163
3934,Modlíkov,00579963,172
3935,Nejepín,00579971,60
3936,Nová Ves u Chotěboře,00579980,586
3937,Nová Ves u Leštiny,00267929,106
3938,Nová Ves u Světlé,65197887,489
3939,Okrouhlice,00267953,1286
3940,Okrouhlička,00579998,217
3941,Olešenka,00267970,191
3942,Olešná,00267988,338
3943,Ostrov,00580007,127
3944,Oudoleň,00267996,358
3945,Ovesná Lhota,00580015,184
3946,Pavlov,00268011,114
3947,Podmoklany,00580023,140
3948,Podmoky,00580031,109
3949,Pohled,00268062,775
3950,Pohleď,00179761,74
3951,Prosíčka,00268089,132
3952,Přibyslav,00268097,3952
3953,Příseka,00268119,394
3954,Radostín,00580040,153
3955,Rozsochatec,00268151,521
3956,Rušinov,00268160,179
3957,Rybníček,00268178,57
3958,Sázavka,00268186,327
3959,Sedletín,00580058,285
3960,Skorkov,00580066,73
3961,Skryje,00580074,182
3962,Skuhrov,00268232,251
3963,Slavětín,00580082,101
3964,Slavíkov,00268241,333
3965,Slavníč,00580091,58
3966,Sloupno,00580104,48
3967,Služátky,00179779,154
3968,Sobíňov,00268275,700
3969,Stříbrné Hory,00580112,241
3970,Světlá nad Sázavou,00268321,6848
3971,Šlapanov,00268348,784
3972,Štoky,00268356,1768
3973,Tis,00268372,366
3974,Trpišovice,00268381,156
3975,Uhelná Příbram,00268402,502
3976,Úhořilka,00580121,48
3977,Úsobí,00268411,674
3978,Vepříkov,00268437,342
3979,Veselý Žďár,00268445,531
3980,Věž,00268453,823
3981,Věžnice,00268461,428
3982,Vilémov,00268470,987
3983,Vilémovice,00268488,228
3984,Víska,00179671,176
3985,Vlkanov,00580139,51
3986,Vysoká,15060900,192
3987,Zvěstovice,00580147,68
3988,Ždírec,15060918,134
3989,Ždírec nad Doubravou,00268542,3154
3990,Žižkovo Pole,00268569,363
3991,Arnolec,00373613,174
3992,Batelov,00285595,2320
3993,Bílý Kámen,00373621,242
3994,Bítovčice,00839582,434
3995,Bohuslavice,00373630,137
3996,Borovná,42634555,85
3997,Boršov,00373648,153
3998,Brtnice,00285668,3735
3999,Brtnička,00376396,103
4000,Brzkov,00285676,271
4001,Cejle,00488615,458
4002,Cerekvička-Rosice,42634644,137
4003,Černíč,00285722,135
4004,Čížov,42634491,240
4005,Dlouhá Brtnice,00373664,390
4006,Dobronín,00285749,1900
4007,Dobroutov,00285757,270
4008,Dolní Cerekev,00285765,1303
4009,Dolní Vilímeč,00373656,97
4010,Doupě,42634695,106
4011,Dudín,00488623,183
4012,Dušejov,00285811,421
4013,Dvorce,00373672,171
4014,Dyjice,42634679,132
4015,Hladov,00373681,145
4016,Hodice,00285862,755
4017,Hojkov,00373699,158
4018,Horní Dubenky,00285889,656
4019,Horní Myslová,42634580,90
4020,Hostětice,00373702,132
4021,Hrutov,00377279,88
4022,Hubenov,00373711,125
4023,Hybrálec,00543705,411
4024,Jamné,00285960,523
4025,Jersín,00373729,200
4026,Jezdovice,42634628,266
4027,Ježená,00373737,126
4028,Jihlava,00286010,50760
4029,Jihlávka,00286028,232
4030,Jindřichovice,00373745,90
4031,Kalhov,00373753,126
4032,Kaliště,00286061,154
4033,Kamenice,00286079,1862
4034,Kamenná,00373761,184
4035,Klatovec,00373770,76
4036,Kněžice,00289591,1418
4037,Knínice,00373788,180
4038,Kostelec,00286133,907
4039,Kostelní Myslová,00286141,56
4040,Kozlov,00839591,453
4041,Krahulčí,00286168,649
4042,Krasonice,00373796,209
4043,Lhotka,00373800,91
4044,Luka nad Jihlavou,00286192,2694
