"zadavatel","datum","cena"
"Ostrava","2010-10-29",15322150
"Ostrava","2014-07-31",1632802
"Ostrava","2010-06-11",7993319
"Ostrava","2009-11-27",227794522
"Ostrava","2011-09-09",9043648
"Ostrava","2008-07-25",2640000
"Ostrava","2013-04-19",1791510
"Ostrava","2012-03-28",22750662
"Ostrava","2006-07-07",4434384
"Ostrava","2013-05-06",3948760
"Ostrava","2010-03-01",16495000
"Ostrava","2007-02-06",6000000
"Ostrava","2014-07-09",1992247
"Ostrava","2014-08-06",5229391
"Ostrava","2014-07-30",19847930
"Ostrava","2009-08-17",4720000
"Ostrava","2011-09-16",21806541
"Ostrava","2006-11-20",6390200
"Ostrava","2014-07-28",13593339
"Ostrava","2011-11-28",26631147
"Ostrava","2007-12-04",9000000
"Ostrava","2006-08-07",11741015
"Ostrava","2014-06-11",9863514
"Ostrava","2010-10-15",7702852
"Ostrava","2011-10-21",6951350
"Ostrava","2013-07-04",2747021
"Ostrava","2009-10-09",939319
"Ostrava","2013-12-10",333501
"Ostrava","2011-04-01",908339
"Ostrava","2014-09-25",8995027
"Ostrava","2008-06-30",3406769
"Ostrava","2013-04-09",3010201
"Ostrava","2008-01-18",6470000
"Ostrava","2010-11-12",3412000
"Ostrava","2014-05-16",591724
"Ostrava","2013-04-19",533600
"Ostrava","2014-05-16",49674439
"Ostrava","2014-08-15",1107475
"Ostrava","2008-10-24",889893
"Ostrava","2012-10-04",28740576
"Ostrava","2009-11-03",4898375
"Ostrava","2006-12-04",892900
"Ostrava","2013-12-23",749751
"Ostrava","2011-08-05",4122696
"Ostrava","2014-09-23",3083971
"Ostrava","2014-09-23",2550876
"Ostrava","2011-05-16",12542248
"Ostrava","2013-07-15",16098192
"Ostrava","2012-05-30",1477000
"Ostrava","2013-12-09",18500000
"Ostrava","2006-11-10",6478069
"Ostrava","2013-07-30",3562654
"Ostrava","2013-12-23",6103414
"Ostrava","2014-08-15",398374
"Ostrava","2012-07-25",648400
"Ostrava","2008-03-28",1785000
"Ostrava","2011-05-25",4415789
"Ostrava","2013-05-20",5450698
"Ostrava","2012-08-01",9358902
"Ostrava","2012-09-26",87405576
"Ostrava","2012-04-17",5426254
"Ostrava","2009-09-25",1998627
"Ostrava","2007-06-01",3085465
"Ostrava","2012-11-21",486300
"Ostrava","2014-07-17",5599828
"Ostrava","2008-05-09",745000
"Ostrava","2011-10-24",9535315
"Ostrava","2012-02-17",68212909
"Ostrava","2010-08-27",158869
"Ostrava","2010-11-26",1763000
"Ostrava","2009-10-19",9927876
"Ostrava","2009-10-02",3878500
"Ostrava","2010-05-14",1772673
"Ostrava","2013-11-13",2386730
"Ostrava","2007-05-11",9001591
"Ostrava","2012-03-02",14057000
"Ostrava","2013-05-13",2238000
"Ostrava","2008-10-27",11115612
"Ostrava","2013-07-22",4226943
"Ostrava","2010-07-16",2497190
"Ostrava","2013-04-02",583680
"Ostrava","2012-12-18",454293
"Ostrava","2013-12-11",738325
"Ostrava","2009-01-20",710865
"Ostrava","2009-06-12",3983818
"Ostrava","2013-09-11",5574350
"Ostrava","2007-07-27",4552000
"Ostrava","2014-08-25",13418041
"Ostrava","2007-12-04",6800000
"Ostrava","2012-08-09",13523301
"Ostrava","2013-01-29",2055870
"Ostrava","2014-12-01",223073
"Ostrava","2012-09-04",2841843
"Ostrava","2008-01-11",8701771
"Ostrava","2014-11-13",7337887
"Ostrava","2010-08-10",2133186
"Ostrava","2013-06-18",1635247
"Ostrava","2010-02-08",130000000
"Ostrava","2011-05-09",573200
"Ostrava","2013-06-05",743558
"Ostrava","2007-09-21",25951260
"Ostrava","2014-06-16",2157280
"Ostrava","2011-09-30",9668000
"Ostrava","2009-06-12",3133316
"Ostrava","2006-10-30",26349576
"Ostrava","2007-06-01",13683273
"Ostrava","2009-08-14",141500
"Ostrava","2009-04-03",1070178
"Ostrava","2014-05-06",3089703
"Ostrava","2014-10-23",17194450
"Ostrava","2008-06-06",5251319
"Ostrava","2009-08-10",43769717
"Ostrava","2014-09-30",908527
"Ostrava","2009-11-10",10398640
"Ostrava","2014-06-11",4489237
"Ostrava","2006-11-10",7013277
"Ostrava","2006-07-24",7262447
"Ostrava","2014-08-22",166381
"Ostrava","2010-10-29",13823507
"Ostrava","2007-06-22",33029207
"Ostrava","2009-08-10",17506620
"Ostrava","2010-10-29",15100162
"Ostrava","2009-02-09",12016419
"Ostrava","2011-04-01",23005324
"Ostrava","2008-10-17",120000248
"Ostrava","2008-08-08",8946000
"Ostrava","2010-12-10",96400645
"Ostrava","2007-12-11",4923000
"Ostrava","2012-08-09",37421256
"Ostrava","2013-11-25",17845845
"Ostrava","2014-06-11",7487229
"Ostrava","2014-06-11",1116729
"Ostrava","2012-01-16",780000
"Ostrava","2014-08-06",8304106
"Ostrava","2006-11-20",5605495
"Ostrava","2013-07-02",387817
"Ostrava","2013-01-09",47910000
"Ostrava","2010-05-03",262715
"Ostrava","2013-03-01",5099910
"Ostrava","2014-06-11",4941561
"Ostrava","2012-11-29",330237
"Ostrava","2010-12-10",13768029
"Ostrava","2012-09-11",714385
"Ostrava","2012-08-03",102000331
"Ostrava","2014-10-08",8478352
"Ostrava","2010-11-05",14895278
"Ostrava","2009-10-19",8548945
"Ostrava","2013-07-04",4892782
"Ostrava","2010-05-04",25000000
"Ostrava","2007-01-12",4320027
"Ostrava","2010-11-12",7469649
"Ostrava","2011-03-25",2692834
"Ostrava","2014-08-08",3053572
"Ostrava","2010-11-19",31358
"Ostrava","2011-01-07",168582
"Ostrava","2008-10-27",8070868
"Ostrava","2008-06-27",16798867
"Ostrava","2014-07-10",7367687
"Ostrava","2009-12-04",35173894
"Ostrava","2008-07-28",10999000
"Ostrava","2012-12-18",1164618
"Ostrava","2010-10-11",23798645
"Ostrava","2007-07-04",8600000
"Ostrava","2013-04-23",5499612
"Ostrava","2010-10-29",11795952
"Ostrava","2010-09-14",4706446
"Ostrava","2007-03-05",20000000
"Ostrava","2012-10-12",3637961
"Ostrava","2010-03-26",3580000
"Ostrava","2008-01-11",6043309
"Ostrava","2012-06-19",3926015
"Ostrava","2009-09-11",40000
"Ostrava","2011-05-17",32890045
"Ostrava","2014-10-08",16748214
"Ostrava","2012-11-30",293681
"Ostrava","2014-07-28",8448000
"Ostrava","2011-07-11",16367452
"Ostrava","2012-12-04",2208895
"Ostrava","2013-03-12",2392800
"Ostrava","2011-02-14",87437
"Ostrava","2013-12-10",87000
"Ostrava","2011-07-15",4558943
"Ostrava","2014-07-28",11436000
"Ostrava","2006-11-10",1025604
"Ostrava","2008-10-27",10971109
"Ostrava","2009-04-03",3695395
"Ostrava","2006-11-03",55177641
"Ostrava","2010-04-20",3399764
"Ostrava","2006-08-18",2738100
"Ostrava","2014-07-22",197151
"Ostrava","2014-09-09",812555
"Ostrava","2007-11-09",5847817
"Ostrava","2011-12-22",6699564
"Ostrava","2010-11-15",11947166
"Ostrava","2007-11-09",6863703
"Ostrava","2009-09-18",19804206
"Ostrava","2013-04-18",124480
"Ostrava","2007-04-13",11230360
"Ostrava","2011-02-25",360000
"Ostrava","2011-04-01",20158986
"Ostrava","2006-11-13",2030747
"Ostrava","2014-07-09",5997566
"Ostrava","2013-11-01",18427300
"Ostrava","2013-07-23",1680399
"Ostrava","2009-10-16",3149998
"Ostrava","2006-08-25",8196771
"Ostrava","2013-08-30",2433042
"Ostrava","2014-10-16",628000
"Ostrava","2013-04-18",26207086
"Ostrava","2011-05-20",11950252
"Ostrava","2009-11-06",15000000
"Ostrava","2008-06-20",21058150
"Ostrava","2013-10-21",1035256
"Ostrava","2013-05-17",59400
"Ostrava","2009-03-16",8299650
"Ostrava","2009-12-11",5475976
"Ostrava","2013-08-12",2635713
"Ostrava","2006-11-20",10299071
"Ostrava","2006-11-10",2948611
"Ostrava","2013-11-08",1977338
"Ostrava","2012-11-02",3239170
"Ostrava","2014-07-14",1838247
"Ostrava","2014-08-11",7482118
"Ostrava","2013-12-11",175829
"Ostrava","2009-06-05",8212559
"Ostrava","2008-06-10",2085349
"Ostrava","2009-10-02",2399160
"Ostrava","2013-09-30",219619
"Ostrava","2010-10-22",151201
"Ostrava","2012-08-09",36499221
"Ostrava","2013-12-16",2608152
"Ostrava","2009-10-26",15497358
"Ostrava","2014-11-07",2891718
"Ostrava","2007-11-09",3803319
"Ostrava","2013-07-16",6334243
"Ostrava","2013-02-11",36156
"Ostrava","2006-09-18",4372273
"Ostrava","2008-12-01",1884492
"Ostrava","2007-04-20",7136212
"Ostrava","2007-07-16",4629400
"Ostrava","2011-06-06",1100238
"Ostrava","2014-04-07",566164
"Ostrava","2011-02-04",1203778
"Ostrava","2010-11-02",2222711
"Ostrava","2009-06-29",1884652
"Ostrava","2013-10-01",2449374
"Ostrava","2010-01-18",2950000
"Ostrava","2007-11-09",5308999
"Ostrava","2011-01-14",6731321
"Ostrava","2006-10-20",3837000
"Ostrava","2008-01-11",35998989
"Ostrava","2013-01-10",1850000
"Ostrava","2011-05-25",6052400
"Ostrava","2011-05-23",146408
"Ostrava","2009-05-11",8056419
"Ostrava","2014-05-07",282568
"Ostrava","2012-12-12",17026000
"Ostrava","2014-12-03",11761319
"Ostrava","2009-07-10",617836
"Ostrava","2012-02-24",21666666
"Ostrava","2013-03-12",1197000
"Ostrava","2010-11-08",303617
"Ostrava","2007-08-24",5923267
"Ostrava","2013-07-12",369847
"Ostrava","2012-08-10",41983115
"Ostrava","2012-01-06",18468804
"Ostrava","2009-01-30",11759618
"Ostrava","2007-12-21",7540368
"Ostrava","2011-11-28",2216831
"Ostrava","2013-12-10",914645
"Ostrava","2006-08-21",8590298
"Ostrava","2009-11-16",14993700
"Ostrava","2010-10-11",779389
"Ostrava","2013-08-29",5784308
"Ostrava","2014-12-11",17320001
"Ostrava","2008-03-07",1469400
"Ostrava","2009-02-27",15586253
"Ostrava","2011-05-23",326620
"Ostrava","2013-12-10",610843
"Ostrava","2009-08-31",3278991
"Ostrava","2012-05-09",10760285
"Ostrava","2010-10-12",491366
"Ostrava","2007-12-21",1443000
"Ostrava","2014-10-14",10288000
"Ostrava","2007-12-21",5330000
"Ostrava","2013-07-12",4542428
"Ostrava","2008-12-09",496000
"Ostrava","2009-09-04",18393201
"Ostrava","2014-05-07",50000
"Ostrava","2013-10-02",5000000
"Ostrava","2010-09-20",6120706
"Ostrava","2014-11-07",1529035
"Ostrava","2014-06-13",2797800
"Ostrava","2013-12-04",666666
"Ostrava","2006-09-25",4357280
"Ostrava","2008-08-08",6861322
"Ostrava","2013-01-04",3528000
"Ostrava","2014-01-07",93952
"Ostrava","2012-01-06",18435691
"Ostrava","2009-08-28",972870
"Ostrava","2010-11-22",73294
"Ostrava","2006-09-01",4963593
"Ostrava","2008-12-16",2258330
"Ostrava","2014-06-18",4071965
"Ostrava","2014-07-21",7267988
"Ostrava","2012-08-22",325300
"Ostrava","2013-07-19",6229851
"Ostrava","2009-10-12",19198173
"Ostrava","2010-06-25",5072460
"Ostrava","2013-07-19",58953826
"Ostrava","2013-07-02",2337343
"Ostrava","2007-06-22",38269753
"Ostrava","2007-09-18",89599976
"Ostrava","2014-07-30",13262122
"Ostrava","2006-09-01",13929299
"Ostrava","2009-04-03",3837164
"Ostrava","2007-08-24",14611363
"Ostrava","2007-06-22",7953468
"Ostrava","2012-12-14",5647524
"Ostrava","2013-09-13",7346041
"Ostrava","2009-01-16",5680800
"Ostrava","2013-06-14",7843616
"Ostrava","2013-11-13",17914450
"Ostrava","2010-01-22",15494845
"Ostrava","2006-11-06",7979161
"Ostrava","2009-06-19",3239987
"Ostrava","2009-06-19",3689522
"Ostrava","2014-06-16",713730
"Ostrava","2010-06-22",1993000
"Ostrava","2014-12-11",1956885
"Ostrava","2014-12-01",223073
"Ostrava","2011-09-16",9952170
"Ostrava","2014-12-11",29401569
"Ostrava","2013-01-14",4788826
"Ostrava","2010-01-08",2459585
"Ostrava","2010-05-03",9123672
"Ostrava","2013-10-02",2099910
"Ostrava","2010-06-18",3356000
"Ostrava","2012-02-24",21666666
"Ostrava","2013-10-09",5688070
"Ostrava","2013-07-24",3879812
"Ostrava","2009-04-03",2255088
"Ostrava","2014-06-02",5805268
"Ostrava","2014-09-30",11911154
"Ostrava","2010-10-15",8260000
"Ostrava","2012-06-05",920000
"Ostrava","2013-05-06",3367424
"Ostrava","2009-02-16",5791000
"Ostrava","2010-08-06",11900000
"Ostrava","2012-08-08",37540439
"Ostrava","2014-07-01",8568838
"Ostrava","2006-11-16",16587384
"Ostrava","2012-11-29",1208703
"Ostrava","2007-11-09",2360830
"Ostrava","2007-11-09",7593012
"Ostrava","2014-04-18",106431
"Ostrava","2009-08-10",6698954
"Ostrava","2008-11-07",884826
"Ostrava","2007-10-05",13899251
"Ostrava","2013-09-03",17697982
"Ostrava","2014-10-27",487217
"Ostrava","2008-01-04",6846970
"Ostrava","2014-11-07",1354353
"Ostrava","2008-11-07",16798620
"Ostrava","2008-06-06",826500
"Ostrava","2013-09-18",6184716
"Ostrava","2014-07-28",11466000
"Ostrava","2008-03-21",17459495
"Ostrava","2013-06-13",1692207
"Ostrava","2006-08-18",79334790
"Ostrava","2013-05-23",756000
"Ostrava","2006-11-10",6850916
"Ostrava","2006-08-29",42703722
"Ostrava","2013-10-16",3888884
"Ostrava","2008-05-28",3896258
"Ostrava","2006-08-28",2223370
"Ostrava","2014-07-09",1451560
"Ostrava","2006-10-09",4100840
"Ostrava","2013-08-13",4498417
"Ostrava","2010-05-28",10864809
"Ostrava","2013-07-25",7732091
"Ostrava","2012-02-14",257401
"Ostrava","2006-09-01",5769796
"Ostrava","2011-06-17",30298069
"Ostrava","2014-12-22",626539
"Ostrava","2013-09-09",2842501
"Ostrava","2011-03-04",7469227
"Ostrava","2012-02-24",21666666
"Ostrava","2010-03-01",6376734
"Ostrava","2013-04-12",11642158
"Ostrava","2013-08-12",5744660
"Ostrava","2014-07-25",6690696
"Ostrava","2013-10-08",406534
"Ostrava","2012-08-22",11500000
"Ostrava","2008-11-10",9174311
"Ostrava","2009-08-14",358112
"Ostrava","2013-10-29",2073658
"Ostrava","2012-12-20",8473120
"Ostrava","2012-10-30",3098564
"Ostrava","2012-10-12",2724149
"Ostrava","2013-04-23",11496276
"Ostrava","2008-10-17",14700260
"Ostrava","2014-12-11",514534
"Ostrava","2014-04-29",90000
"Ostrava","2013-11-07",560000
"Ostrava","2012-10-02",8019745
"Ostrava","2010-05-04",25000000
"Ostrava","2009-04-20",11609808
"Ostrava","2010-01-22",5930500
"Ostrava","2011-08-19",74110721
"Ostrava","2013-09-24",2261360
"Ostrava","2009-10-06",4070180
"Ostrava","2014-10-16",3847799
"Ostrava","2013-12-04",666666
"Ostrava","2014-08-15",773993
"Ostrava","2014-12-16",5854074
"Ostrava","2007-08-13",6230000
"Ostrava","2013-06-26",4081915
"Ostrava","2006-08-28",2075431
"Ostrava","2012-12-20",1729247
"Ostrava","2014-08-12",4628200
"Ostrava","2006-07-27",1804490
"Ostrava","2014-09-25",58197
"Ostrava","2009-06-19",24995960
"Ostrava","2014-08-15",570256
"Ostrava","2013-05-17",88350
"Ostrava","2012-06-07",7367835
"Ostrava","2009-04-17",50631646
"Ostrava","2008-10-27",11920538
"Ostrava","2010-06-08",4299000
"Ostrava","2013-07-11",883012
"Ostrava","2014-06-18",5499670
"Ostrava","2006-09-18",3389338
"Ostrava","2008-08-15",16193309
"Ostrava","2007-01-12",14598328
"Ostrava","2013-12-11",5000331
"Ostrava","2007-07-13",12337663
"Ostrava","2013-06-24",3619187
"Ostrava","2010-08-13",8099835
"Ostrava","2008-12-09",1822293
"Ostrava","2012-04-05",190000
"Ostrava","2007-06-22",28144946
"Ostrava","2013-04-22",11552289
"Ostrava","2010-11-12",5583397
"Ostrava","2006-07-25",10167408
"Ostrava","2013-10-18",192649510
"Ostrava","2009-08-07",1916477
"Ostrava","2008-12-01",4443325
"Ostrava","2006-10-03",12943800
"Ostrava","2011-12-15",42165323
"Ostrava","2011-08-19",4499815
"Ostrava","2013-06-24",3790000
"Ostrava","2010-06-11",4699999
"Ostrava","2009-09-14",3985588
"Ostrava","2010-09-24",369254
"Ostrava","2010-09-14",6320271
"Ostrava","2007-09-27",2344023
"Ostrava","2013-01-23",1062160
"Ostrava","2013-08-27",4316721
"Ostrava","2009-02-06",3290100
"Ostrava","2013-03-12",1180000
"Ostrava","2014-09-18",6068873
"Ostrava","2013-05-17",70000
"Ostrava","2012-12-24",66819950
"Ostrava","2007-09-14",6806658
"Ostrava","2013-11-11",235000
"Ostrava","2009-07-31",1559830
"Ostrava","2012-06-12",25562973
"Ostrava","2006-09-08",9420190
"Ostrava","2012-08-28",3059976
"Ostrava","2013-05-17",70549
"Ostrava","2006-11-06",6598755
"Ostrava","2009-09-04",7416198
"Ostrava","2012-11-27",2188000
"Ostrava","2006-08-28",12879735
"Ostrava","2010-06-04",745212
"Ostrava","2014-04-18",48823059
"Ostrava","2011-01-07",44729
"Ostrava","2010-07-12",2898254
"Ostrava","2008-09-01",5710000
"Ostrava","2006-10-30",7790686
"Ostrava","2007-06-22",11036734
"Ostrava","2012-12-19",3783506
"Ostrava","2007-06-14",5863054
"Ostrava","2009-07-10",3374998
"Ostrava","2013-06-14",979341
"Ostrava","2012-06-11",8227073
"Ostrava","2012-04-16",10980228
"Ostrava","2007-03-13",21970844
"Ostrava","2011-10-17",54000000
"Ostrava","2013-08-27",6608207
"Ostrava","2006-08-21",3963231
"Ostrava","2014-06-11",3550654
"Ostrava","2011-10-27",15726060
"Ostrava","2010-11-15",12109680
"Ostrava","2006-07-25",1270000
"Ostrava","2010-07-02",1788620
"Ostrava","2008-05-09",9615350
"Ostrava","2010-01-19",13901542
"Ostrava","2013-12-18",450790
"Ostrava","2008-03-07",35996312
"Ostrava","2014-06-09",583107
"Ostrava","2007-04-06",1965000
"Ostrava","2010-07-16",3900000
"Ostrava","2013-11-05",34745591
"Ostrava","2013-05-17",60000
"Ostrava","2012-08-28",575000
"Ostrava","2014-06-11",4437443
"Ostrava","2014-06-17",5602175
"Ostrava","2013-06-18",679759
"Ostrava","2006-09-12",2924305
"Ostrava","2008-12-05",745782
"Ostrava","2014-02-06",5493126
"Ostrava","2010-07-13",2311636
"Ostrava","2012-06-26",1920000
"Ostrava","2012-09-11",2919379
"Ostrava","2013-08-07",12941438
"Ostrava","2006-10-06",12600156
"Ostrava","2010-11-15",16453742
"Ostrava","2014-03-25",5992736
"Ostrava","2006-08-16",4130910
"Ostrava","2013-09-09",4989800
"Ostrava","2012-02-13",5980957
"Ostrava","2007-08-10",9164564
"Ostrava","2006-10-17",19634279
"Ostrava","2009-04-10",1152794
"Ostrava","2012-02-22",46461786
"Ostrava","2014-01-15",50000
"Ostrava","2011-08-19",5104536
"Ostrava","2009-12-15",5226980
"Ostrava","2008-08-26",2253700
"Ostrava","2009-06-12",4827532
"Ostrava","2010-11-12",4996999
"Ostrava","2014-04-17",2599028
"Ostrava","2011-04-01",9173515
"Ostrava","2007-06-19",14835000
"Ostrava","2012-01-06",4695919
"Ostrava","2014-08-15",403248
"Ostrava","2012-01-06",4346890
"Ostrava","2010-09-24",565036
"Ostrava","2008-11-14",5620000
"Ostrava","2013-06-20",1450000
"Ostrava","2009-07-03",32496356
"Ostrava","2010-05-11",1490000
"Ostrava","2009-11-13",412000
"Ostrava","2008-09-08",9793454
"Ostrava","2012-08-22",143800
"Ostrava","2012-11-30",2919900
"Ostrava","2006-07-21",7249461
"Ostrava","2007-11-09",4576285
"Ostrava","2014-07-28",9520000
"Ostrava","2009-10-19",8857127
"Ostrava","2013-04-18",77800
"Ostrava","2011-06-20",14697964
"Ostrava","2014-10-03",7507500
"Ostrava","2013-12-23",397999
"Ostrava","2006-11-10",871764
"Ostrava","2010-11-09",25737384
"Ostrava","2014-11-13",4578620
"Ostrava","2008-07-08",17865186
"Ostrava","2008-10-27",12262291
"Ostrava","2008-12-19",19796830
"Ostrava","2006-10-13",57660375
"Ostrava","2008-06-27",2899015
"Ostrava","2006-12-08",1891722
"Ostrava","2014-01-15",3930748
"Ostrava","2011-03-04",1990786
"Ostrava","2009-02-09",15948610
"Ostrava","2014-12-17",8402463
"Ostrava","2013-10-16",7916028
"Ostrava","2006-07-25",3353850
"Ostrava","2014-06-03",10493905
"Ostrava","2013-06-26",4387965
"Ostrava","2009-06-29",46342006
"Ostrava","2012-08-08",22754000
"Ostrava","2008-12-12",22255700
"Ostrava","2013-09-11",5185813
"Ostrava","2014-07-25",2574000
"Ostrava","2012-07-20",1354402
"Ostrava","2009-10-12",2934551
"Ostrava","2012-12-21",666666
"Ostrava","2012-12-18",688704
"Ostrava","2014-12-11",345522
"Ostrava","2012-09-18",8962510
"Ostrava","2014-01-17",8912175
"Ostrava","2014-05-28",3031860
"Ostrava","2009-01-02",535467
"Ostrava","2013-03-12",588300
"Ostrava","2011-12-08",5016377
"Ostrava","2013-10-29",1089050
"Ostrava","2011-09-05",2820626
"Ostrava","2014-08-22",1252601
"Ostrava","2007-06-12",12716308
"Ostrava","2014-10-08",32277000
"Ostrava","2011-12-22",993299
"Ostrava","2010-07-02",22924506
"Ostrava","2014-07-17",6645493
"Ostrava","2010-07-30",7448599
"Ostrava","2011-06-24",10900424
"Ostrava","2008-12-12",22931970
"Ostrava","2010-11-12",1824687
"Ostrava","2008-02-29",7693330
"Ostrava","2007-10-05",6405945
"Ostrava","2012-12-21",3600000
"Ostrava","2011-09-12",30317990
"Ostrava","2009-09-04",2454942
"Ostrava","2010-09-24",1890009
"Ostrava","2010-10-18",1090000
"Ostrava","2011-12-02",58648332
"Ostrava","2007-06-15",6200000
"Ostrava","2012-09-13",2773510
"Ostrava","2008-10-24",51489900
"Ostrava","2006-08-15",25995237
"Ostrava","2010-10-04",822200
"Ostrava","2011-02-04",14154525
"Ostrava","2010-09-10",2003043
"Ostrava","2012-11-16",3995101
"Ostrava","2012-04-23",54700000
"Ostrava","2006-11-10",6428620
"Ostrava","2011-11-13",2123593
"Ostrava","2014-06-18",2794822
"Ostrava","2011-05-20",5750187
"Ostrava","2013-10-08",970170
"Ostrava","2013-11-20",1148129
"Ostrava","2013-06-27",3650910
"Ostrava","2009-10-30",2395196
"Ostrava","2007-09-21",17919701
"Ostrava","2014-06-18",4237057
"Ostrava","2008-10-06",2453748
"Ostrava","2013-05-17",75100
"Ostrava","2009-09-25",1472937
"Ostrava","2014-09-03",7463616
"Ostrava","2013-01-04",3833846
"Ostrava","2007-06-22",28584404
"Ostrava","2009-12-18",9940227
"Ostrava","2013-09-16",4372306
"Ostrava","2009-07-24",7491357
"Ostrava","2010-12-17",2698418
"Ostrava","2013-11-13",6199029
"Ostrava","2011-12-20",41998320
"Ostrava","2008-09-19",44473264
"Ostrava","2008-10-07",9266000
"Ostrava","2006-11-10",1333284
"Ostrava","2012-12-21",666666
"Ostrava","2006-08-04",4394976
"Ostrava","2006-08-22",2809504
"Ostrava","2009-12-04",9759656
"Ostrava","2009-01-16",158571000
"Ostrava","2014-08-22",13258011
"Ostrava","2010-02-12",2497000
"Ostrava","2012-08-24",9058916
"Ostrava","2009-09-08",4193000
"Ostrava","2013-06-07",1334929
"Ostrava","2011-10-14",5624000
"Ostrava","2014-05-16",22999999
"Ostrava","2009-07-24",9277110
"Ostrava","2008-08-08",142895373
"Ostrava","2014-04-08",4000000
"Ostrava","2012-12-06",1482804
"Ostrava","2013-03-08",1800000
"Ostrava","2014-11-13",760470
"Ostrava","2009-02-13",37783547
"Ostrava","2012-09-03",2078088
"Ostrava","2014-11-03",8756613
"Ostrava","2009-10-23",2444059
"Ostrava","2014-08-28",5081360
"Ostrava","2010-12-03",95204760
"Ostrava","2011-10-27",5897767
"Ostrava","2013-10-29",12028969
"Ostrava","2011-07-04",833333
"Ostrava","2013-08-22",2393198
"Ostrava","2012-06-25",1869510
"Ostrava","2009-05-29",9996374
"Ostrava","2010-11-08",2111000
"Ostrava","2006-11-10",2564010
"Ostrava","2010-09-03",8372859
"Ostrava","2011-08-05",7357649
"Ostrava","2012-08-13",1995782
"Ostrava","2014-12-11",1357043
"Ostrava","2014-08-14",580230
"Ostrava","2007-09-21",27814140
"Ostrava","2006-08-28",9902714
"Ostrava","2006-09-22",1697110
"Ostrava","2009-09-22",5988925
"Ostrava","2013-04-22",6270399
"Ostrava","2012-11-16",5157232
"Ostrava","2012-12-21",666666
"Ostrava","2008-10-03",4862960
"Ostrava","2007-01-08",13247622
"Ostrava","2010-07-12",4522448
"Ostrava","2006-11-16",8053550
"Ostrava","2014-12-11",1924180
"Ostrava","2009-01-27",2622088
"Ostrava","2013-03-21",26165
"Ostrava","2012-09-11",407322
"Ostrava","2010-07-20",1484182
"Ostrava","2014-04-22",4313226
"Ostrava","2006-11-10",1650610
"Ostrava","2014-11-07",6095684
"Ostrava","2014-09-23",11399712
"Ostrava","2014-01-06",65254
"Ostrava","2007-05-29",9133089
"Ostrava","2013-07-09",659704
"Ostrava","2008-08-22",9083258
"Ostrava","2011-06-20",3697080
"Ostrava","2013-06-14",5732246
"Ostrava","2009-04-28",5012294
"Ostrava","2014-11-26",38141665
"Ostrava","2010-10-01",5769126
"Ostrava","2013-06-11",1661230
"Ostrava","2010-06-14",3765367
"Ostrava","2011-12-22",24842355
"Ostrava","2009-09-25",17920824
"Ostrava","2011-01-31",8194325
"Ostrava","2011-10-21",433399
"Ostrava","2013-10-02",90472
"Olomouc","2012-09-18",5200000
"Olomouc","2010-03-12",5900000
"Olomouc","2012-12-21",501160
"Olomouc","2014-07-08",71217
"Olomouc","2008-01-18",1176470
"Olomouc","2007-07-20",30000
"Olomouc","2014-06-13",183752
"Olomouc","2007-07-27",1244565
"Olomouc","2007-01-29",3335145
"Olomouc","2010-07-16",225000
"Olomouc","2015-01-05",3492120
"Olomouc","2014-09-05",11885704
"Olomouc","2006-09-26",22255349
"Olomouc","2012-07-11",4999000
"Olomouc","2012-06-04",6800880
"Olomouc","2009-06-26",470000
"Olomouc","2010-07-16",225000
"Olomouc","2013-10-07",3928008
"Olomouc","2007-07-13",1632427
"Olomouc","2006-11-03",6298000
"Olomouc","2008-09-12",7810000
"Olomouc","2006-11-16",63811120
"Olomouc","2012-12-10",5429166
"Olomouc","2011-08-08",1580580
"Olomouc","2008-07-14",6415180
"Olomouc","2007-11-02",920942
"Olomouc","2011-05-06",7104735
"Olomouc","2009-09-07",2334510
"Olomouc","2011-08-19",96473534
"Olomouc","2013-11-06",1872000
"Olomouc","2010-07-23",10218540
"Olomouc","2006-12-08",7177295
"Olomouc","2011-08-19",10835073
"Olomouc","2006-12-22",14184723
"Olomouc","2009-06-26",220000
"Olomouc","2013-06-24",193510
"Olomouc","2013-09-26",2543660
"Olomouc","2014-11-14",21421
"Olomouc","2012-07-27",850753
"Olomouc","2010-10-04",61893064
"Olomouc","2013-12-18",3540000
"Olomouc","2009-06-26",255000
"Olomouc","2011-11-15",86980054
"Olomouc","2007-11-30",13589944
"Olomouc","2008-04-18",1411930
"Olomouc","2012-12-07",15000000
"Olomouc","2009-11-27",5288477
"Olomouc","2006-09-01",38780000
"Olomouc","2008-04-18",1583474
"Olomouc","2011-10-14",11547301
"Olomouc","2008-07-14",7010970
"Olomouc","2011-09-12",10657791
"Olomouc","2014-08-29",316171
"Olomouc","2006-10-20",2898221
"Olomouc","2009-06-26",230000
"Olomouc","2011-04-11",43734012
"Olomouc","2007-06-08",3020878
"Olomouc","2011-08-08",188400
"Olomouc","2011-08-23",13900262
"Olomouc","2011-02-25",1166801
"Olomouc","2008-06-06",26717026
"Olomouc","2011-12-21",26758942
"Olomouc","2012-09-17",491699
"Olomouc","2007-03-02",1512605
"Olomouc","2006-12-01",29919961
"Olomouc","2012-12-24",2578780
"Olomouc","2014-07-08",11385
"Olomouc","2014-05-20",1092314
